Amount,CustomerID,MerchantID,TransactionType,Location,FraudFlag
2528.1,3962,492,4,4,1
2539.28,3802,284,1,2,1
692.72,1553,400,1,3,1
4913.71,4652,884,3,1,0
1250.61,1402,740,0,2,0
367.75,2130,496,3,1,1
3316.07,3086,255,2,2,1
2977.24,3628,671,0,1,0
2076.31,3227,215,2,4,0
2111.54,3059,851,1,0,1
3925.53,4410,265,3,4,0
979.37,3990,858,3,3,1
4101.45,4787,869,4,1,0
3244.09,1547,671,0,0,1
2095.43,2149,780,1,0,0
2290.69,1062,222,4,3,1
1283.98,1843,901,4,3,0
3760.82,4153,959,3,0,0
2564.86,2008,685,0,3,0
1604.95,2842,614,3,3,1
2980.65,3031,856,0,1,0
4978.68,2322,504,4,4,0
2176.88,3081,376,2,2,1
4603.54,1751,394,1,0,0
1725.74,4680,212,4,2,0
274.61,1048,365,3,0,1
1022.01,1657,349,1,0,1
2094.06,2660,540,4,4,0
1098.96,1700,756,0,0,1
2.13,2080,373,3,0,0
4575.09,4932,366,4,4,0
4219.55,3156,908,0,3,0
3711.72,2540,917,0,2,0
839.91,4032,793,0,0,0
602.7,3071,779,1,4,0
338.96,3268,296,3,0,0
3620.42,2983,878,0,4,0
4644.11,1314,603,4,2,0
2153.25,3341,276,0,1,0
596.58,4081,436,3,3,0
2562.45,2700,907,1,1,0
1744.81,4067,490,0,4,1
1874.75,4552,335,4,0,1
3107.03,4798,566,3,3,1
3593.87,2017,747,0,2,1
553.91,1637,447,1,3,0
178.92,3314,965,2,0,1
4971.66,4863,413,4,1,1
1164.41,3135,963,0,4,0
270.1,3502,269,0,1,1
950.19,2649,945,2,3,0
195.75,4604,528,3,0,0
1959.66,4219,215,2,4,0
4012.21,3804,686,3,0,1
1706.88,4849,373,0,0,1
2221.47,4800,898,2,3,1
3378.26,3478,936,0,1,0
2544.96,2775,473,2,0,1
4307.37,2966,723,0,0,0
4330.31,3958,418,0,0,0
50.54,2963,712,0,4,1
3890.45,2767,598,1,0,0
2304.21,4815,310,2,0,0
4944.21,1241,663,1,3,0
2416.68,1701,988,0,0,0
4934.49,3949,840,4,0,0
3773.09,1740,292,3,3,0
1243.78,3113,650,2,4,0
2692.44,4019,595,2,1,0
4960.69,3425,750,3,3,0
4287.8,3435,678,1,4,1
487.74,2814,515,3,1,1
3532.15,1780,870,4,0,1
1728.55,3256,897,0,3,1
35.9,4486,552,3,0,0
2018.0,1015,967,3,3,1
1174.54,4368,438,0,1,1
4094.53,1985,303,2,4,0
1687.32,4291,228,4,3,0
4137.79,4840,288,3,4,1
3.99,1366,574,3,0,0
1539.79,3827,596,2,0,1
1206.58,2252,762,4,1,1
1168.6,4702,563,0,1,0
341.86,3487,346,0,2,0
936.43,1689,513,1,2,1
2778.19,4603,747,4,1,0
1457.51,4521,995,4,0,1
2087.56,2059,651,3,4,0
1884.96,1846,705,1,1,1
4379.65,1421,685,0,4,0
4526.59,4989,300,4,2,1
2465.29,2643,306,4,4,0
1651.45,2212,490,2,1,0
534.9,4249,548,0,0,1
4767.06,1607,816,2,1,0
302.07,2338,932,1,3,0
1488.95,1019,787,4,3,0
1491.03,1675,426,1,3,0
1602.69,1381,795,2,0,0
822.27,1608,787,0,1,1
3916.02,3190,960,4,3,0
613.37,1061,966,0,1,0
3174.9,2265,249,1,2,0
620.11,3285,921,3,3,1
353.61,2154,357,0,3,1
4547.24,2628,527,0,0,0
951.45,2626,944,0,1,1
4106.43,4716,276,4,0,1
2723.61,2146,934,1,0,0
390.2,2463,832,1,1,0
4777.29,1926,653,4,2,0
1235.56,3389,509,0,1,0
4298.37,2442,526,0,2,1
844.88,2653,707,3,0,0
4269.86,3502,306,0,2,0
67.13,4269,440,2,2,0
2559.39,1281,634,0,2,1
3847.44,1885,227,3,3,0
4674.04,2024,903,2,3,0
4546.1,1722,448,3,0,1
4098.3,2798,563,3,1,0
4441.07,4403,924,1,2,0
996.9,2235,732,4,3,1
1421.64,1086,671,3,1,1
1445.55,1664,866,0,2,0
1885.89,1861,738,1,1,1
1967.21,2722,788,2,4,1
2723.23,3108,612,4,2,0
800.24,3844,768,1,1,0
3456.54,3142,830,3,2,1
838.67,1785,364,1,2,0
1552.23,2576,775,0,4,0
2517.22,4218,247,0,1,1
3982.41,4317,861,0,0,0
3697.61,2667,683,4,3,0
3228.03,4008,357,1,2,0
779.71,3344,867,1,2,1
2735.68,4194,350,3,2,0
438.15,4726,424,2,2,1
1887.44,1693,459,0,3,1
2068.17,4775,586,2,0,0
200.02,4527,455,2,4,1
1370.67,3446,260,0,0,1
4778.29,4790,971,0,3,0
4768.21,3993,595,3,1,0
1762.28,2254,596,4,4,0
216.46,1533,361,0,4,0
896.3,1401,579,2,1,0
1961.7,4663,642,3,2,0
4738.95,1129,548,1,3,0
706.85,3339,230,3,1,0
3817.82,1275,270,0,0,0
544.3,3959,596,0,0,0
4906.31,2858,637,4,1,0
1908.7,4447,201,3,3,0
3876.4,3973,761,0,4,1
1713.61,1054,334,2,4,0
3138.72,4649,345,2,2,1
960.89,3786,378,3,3,0
730.96,4097,463,4,0,1
4690.38,4512,510,3,0,0
4588.32,1764,403,4,2,1
4437.46,2220,898,2,0,0
3127.54,1641,229,0,2,1
4041.53,4314,258,1,2,0
346.12,2847,208,0,1,0
1674.61,1723,523,2,4,0
1569.2,2213,366,2,3,1
3178.59,1801,536,0,3,1
1780.43,1737,578,0,4,0
743.39,1757,990,2,3,1
2982.74,2591,902,0,0,1
4072.11,3614,441,1,0,0
1911.24,2299,989,1,3,1
662.21,2841,865,3,1,0
984.24,4480,359,1,3,0
1188.18,1339,976,2,2,1
1500.19,1152,434,2,2,0
3214.33,2588,652,3,4,1
3005.13,2421,398,4,0,1
3480.7,2467,676,3,1,1
1813.15,4694,232,4,3,0
4120.16,4051,607,4,2,0
1021.23,1426,288,0,0,0
2345.73,4050,806,1,0,1
4004.89,4558,420,4,1,0
901.61,3251,268,0,1,0
550.21,2135,493,3,1,0
4418.54,3372,436,3,1,0
1715.31,4329,359,4,2,0
3419.67,1949,987,0,1,0
127.72,4599,489,2,0,0
3450.54,3998,753,1,0,1
1581.19,2373,777,4,3,1
279.65,3030,732,2,0,1
3049.45,3986,534,1,0,0
1204.78,1956,781,2,2,1
1934.65,2701,972,0,0,1
403.82,4884,701,4,4,1
736.67,3941,445,2,0,0
1490.59,3482,522,2,3,1
449.71,4497,946,2,3,0
4554.22,2303,983,4,1,0
31.23,1370,810,0,2,0
2419.82,4741,528,0,3,1
617.11,3980,746,2,4,0
1539.09,3296,538,0,4,0
4630.37,3938,370,1,1,1
809.31,3228,309,0,2,0
4829.2,1702,209,2,2,0
1029.77,4046,401,1,0,0
3708.09,2674,456,4,4,0
2733.84,3125,461,3,4,0
4422.51,3966,892,0,4,0
2770.41,3932,629,1,4,1
2673.26,3383,706,3,3,1
978.09,1049,265,4,2,0
831.98,3132,872,3,0,0
4582.53,4766,778,4,3,0
1639.86,3742,811,2,2,0
1861.04,3051,788,2,1,0
3799.36,1992,234,4,4,0
1694.78,3364,756,3,0,0
4760.36,2134,861,0,2,0
3689.9,2357,690,3,1,0
2987.55,2874,779,3,4,1
4404.59,1762,453,0,1,1
248.98,4204,216,3,1,1
1286.06,3659,460,3,3,1
2325.72,2004,924,1,1,0
1135.67,3961,455,4,3,1
3719.78,4755,927,2,3,0
4596.12,3846,623,4,1,1
2119.43,3166,700,3,2,1
1711.32,1349,485,0,1,0
4807.79,3964,206,0,1,0
2224.82,1686,696,2,2,0
2445.75,1541,398,2,4,0
1758.9,4126,802,2,0,1
4547.83,1360,858,0,4,1
2845.21,3755,617,3,1,0
3811.11,4524,861,2,4,0
4059.22,4624,251,2,0,0
1709.9,3732,442,0,4,1
2169.04,3377,418,3,0,1
4242.51,3266,717,2,4,0
1816.91,3255,308,3,3,1
3969.88,2693,550,1,1,1
4705.02,3892,265,2,0,0
3116.43,4811,209,2,1,1
3708.39,1084,401,0,3,0
4025.68,1684,993,1,4,0
4225.35,1244,413,1,1,0
1975.87,3919,267,1,4,1
257.27,4070,958,4,4,0
2009.98,4756,526,0,1,1
3369.11,2358,249,0,0,1
2252.3,4283,216,2,0,1
3745.07,1595,722,0,1,1
1785.56,3732,505,2,0,0
3174.09,4254,591,2,2,0
932.91,2156,323,4,4,0
3747.1,4061,703,0,1,0
2728.93,4061,424,0,3,1
1021.12,4963,955,4,1,1
1460.26,2823,517,4,1,0
3743.29,2797,672,0,4,1
2413.52,1349,740,0,3,1
1080.94,3329,557,2,4,1
4836.39,3340,682,3,0,0
3575.91,2292,628,2,1,1
4785.72,2884,996,1,4,0
2136.1,4268,696,1,2,0
2376.03,2560,671,3,1,0
4489.88,4724,770,4,0,0
2625.72,1983,854,1,4,0
3536.69,4806,499,4,4,0
1261.61,3067,937,4,2,1
2234.19,3806,875,2,0,1
618.13,2863,283,4,2,1
1030.69,2979,576,3,1,0
5.72,2736,512,2,3,1
197.29,3452,828,3,4,1
4886.44,2138,519,4,2,0
1212.53,2918,403,1,4,1
3316.89,1700,554,4,4,1
4195.66,4027,493,3,2,0
2753.75,3073,703,0,4,1
766.57,1565,344,0,0,1
3640.85,4753,738,1,0,1
3001.66,1394,216,3,3,1
3656.52,2956,774,1,0,1
3848.96,4048,978,2,2,1
4877.08,4452,775,4,0,1
2868.24,1522,238,2,3,1
1708.86,2562,329,0,1,1
3242.67,3909,314,4,1,1
343.14,2106,649,2,2,0
4487.09,3849,244,0,3,1
597.79,1549,415,2,0,0
1639.89,2468,799,4,3,0
4078.91,3134,614,2,4,0
2986.96,1832,888,4,3,0
1968.78,1386,464,2,0,0
2367.7,1962,639,1,2,1
4272.88,3715,816,2,4,1
1700.68,2421,580,2,3,0
4348.38,4891,500,1,1,1
441.58,1285,370,0,0,1
3884.22,3745,819,4,2,0
4237.89,4765,605,3,0,0
909.91,4012,554,0,3,0
2152.3,1368,360,4,2,1
828.33,3702,994,2,1,0
3533.31,2445,751,0,4,1
2677.2,2741,225,2,3,0
3176.98,3701,282,0,2,0
983.24,3744,372,0,4,0
1059.52,2466,884,3,2,0
208.45,2776,993,1,3,1
1611.02,2543,269,0,2,0
2799.16,4071,205,2,1,0
4289.82,4655,995,3,2,0
3334.97,1914,394,0,3,1
2177.55,1287,724,1,2,1
4765.65,1094,262,2,4,1
3596.51,3716,212,3,4,1
4650.9,3088,960,4,0,0
2638.41,1330,404,1,0,0
1295.26,2836,964,4,1,0
265.08,2804,239,4,4,0
3630.7,2178,364,3,0,0
607.39,3551,230,3,2,1
1514.57,1274,728,3,1,1
2662.82,4737,848,4,3,0
2822.52,2588,876,2,0,0
3003.32,3226,597,3,0,1
832.11,2956,658,1,4,1
1899.31,2775,992,3,1,0
3086.35,3184,422,3,4,0
4849.12,1766,833,3,4,1
3638.43,1987,277,4,1,1
4613.1,2759,799,2,2,0
3811.3,2203,824,3,0,0
2958.99,4253,811,4,4,0
960.92,4330,627,1,0,1
3333.76,3290,624,2,1,0
3117.27,2119,586,4,2,1
3012.74,1196,438,0,3,0
2449.44,4975,822,1,2,1
2643.75,1525,289,1,1,1
1672.88,1631,584,0,2,0
2597.04,2410,338,4,3,0
988.58,1407,846,4,4,0
4026.07,2292,723,1,2,1
929.7,2194,443,4,1,0
425.75,2948,704,0,2,1
2181.79,4655,621,4,3,1
3291.88,1690,381,1,1,0
2189.15,3217,394,4,2,1
1384.49,1158,833,2,1,1
2791.3,4580,252,0,3,1
1735.66,3494,884,0,4,0
4664.41,2689,378,3,3,1
4613.3,2937,492,4,4,0
2512.36,2017,574,0,0,1
1640.09,4153,258,4,3,0
3685.92,2080,253,2,4,1
184.53,4590,968,1,0,1
2374.37,1111,444,1,0,0
1682.28,1047,348,3,0,0
4602.76,4663,995,3,1,0
61.0,2910,567,0,3,0
2764.52,1375,215,0,3,1
3703.58,1827,375,0,3,1
2425.6,3080,739,2,3,0
427.93,3551,605,3,1,0
4862.33,1626,666,3,3,1
2590.53,2919,328,1,4,0
3071.32,2026,422,3,0,1
1183.81,4557,443,3,1,0
2418.01,4587,625,2,1,1
2146.32,2891,553,0,3,0
375.4,4843,949,2,0,0
531.7,3089,943,4,4,0
4187.53,3056,525,1,0,1
1199.86,4047,803,1,2,0
975.6,1818,202,1,0,1
2525.05,1656,678,0,4,0
3843.97,4984,280,0,4,0
310.67,4680,243,0,4,0
2884.46,2811,354,1,1,0
596.93,4213,735,1,1,0
183.27,1789,298,1,2,0
264.67,2459,596,4,0,1
4170.99,4098,370,4,3,1
590.74,4114,347,1,2,1
226.71,2154,322,0,3,0
2190.06,4287,311,0,3,0
4220.12,2629,329,4,2,0
1312.78,2543,267,4,0,0
2109.14,3645,928,1,3,0
200.57,4416,807,1,1,0
2245.94,4579,856,0,1,0
2888.49,2673,744,3,2,0
2854.96,2904,485,0,3,0
1662.8,2436,204,0,2,0
1578.35,1935,317,1,1,0
534.01,4317,851,3,2,1
1834.62,4520,429,3,3,0
498.37,4059,359,1,3,0
3833.21,1020,493,2,1,0
4831.41,1998,960,1,4,0
4850.4,2431,984,4,4,1
4325.49,1456,385,3,0,0
3004.36,2467,751,1,1,0
3504.63,3027,423,0,0,1
1426.74,4061,351,0,1,0
3154.22,4993,339,0,3,1
2278.79,1264,566,1,1,1
2410.6,4731,327,2,2,0
3789.13,3231,550,4,0,0
1410.31,3274,346,0,1,1
1590.88,4875,484,1,0,1
4623.28,4619,668,2,1,1
282.07,4317,417,3,4,0
2428.69,3046,635,3,0,0
4564.09,4144,931,4,3,1
3052.2,4221,344,1,3,0
2732.49,4584,476,1,1,0
1249.47,4140,953,0,3,1
1717.03,1968,259,2,3,0
4260.39,1804,809,4,0,1
2796.53,2253,574,2,1,1
2574.2,1722,603,4,0,0
498.8,2095,892,1,1,1
81.12,2001,313,1,3,1
4818.46,3922,694,4,1,0
1885.55,4679,814,2,1,0
3016.46,4468,535,3,2,0
399.5,1083,768,3,1,1
3415.89,1739,484,0,2,0
4662.9,4370,328,0,0,0
2878.75,4819,514,2,2,0
631.45,4364,797,1,0,0
2909.03,2757,911,2,1,0
3831.97,2993,270,4,0,0
2032.68,1222,544,3,3,0
4399.31,3840,297,0,1,0
3243.77,3780,499,2,2,1
4496.35,4287,375,2,4,1
3117.9,4302,944,4,1,0
657.31,3452,274,1,3,1
1549.15,2192,342,1,0,0
1009.77,1328,222,3,2,0
4544.22,1425,380,0,2,0
3802.24,2577,244,1,3,0
3382.32,1769,668,1,3,0
1505.53,2219,291,1,1,0
921.04,4975,468,2,4,0
3782.5,1607,233,1,4,0
2371.32,2852,877,4,0,0
1129.72,3573,781,3,2,1
3083.49,3672,563,1,1,0
202.63,3124,907,0,2,1
1631.53,3046,332,2,1,0
2343.32,2300,958,4,3,0
740.64,1919,581,3,0,1
4923.29,3993,879,2,3,1
1046.28,1465,476,4,2,0
652.64,2964,355,2,0,0
1018.47,2471,586,3,1,0
3845.54,4391,734,3,1,1
2128.1,2945,399,1,0,0
2827.51,2183,474,0,3,1
106.02,3539,700,1,0,1
173.12,3360,658,2,3,0
2229.68,2654,249,1,0,1
4083.46,3039,897,3,3,1
4426.31,2184,731,3,4,0
434.45,3355,827,3,0,0
2692.28,4934,291,1,3,1
4566.24,4217,655,4,2,0
1940.48,2698,538,1,2,1
4148.0,4467,252,1,0,0
669.34,3738,695,1,0,0
4677.04,3136,834,1,1,1
3757.37,3782,976,3,3,0
4706.73,1777,203,0,0,0
3383.41,3798,880,1,2,1
1817.66,4379,480,1,2,1
4690.97,4617,489,0,2,0
1378.56,3418,272,1,3,1
1661.53,3498,336,0,4,0
3504.34,1166,967,3,0,1
3826.82,3439,852,4,4,0
4647.09,4708,592,1,3,0
1024.81,1735,407,4,0,1
3990.19,3538,459,1,1,1
3692.99,1924,462,2,0,1
319.91,2173,982,2,0,0
1936.73,2491,704,3,0,1
1414.54,2989,749,4,0,0
1523.15,4772,402,4,0,0
4914.75,2066,935,0,3,1
3214.24,1944,546,0,0,0
3588.66,1028,251,1,3,0
4883.11,2897,792,0,0,1
1886.63,2655,555,0,0,1
4009.4,2872,922,4,3,1
2173.22,2054,718,2,0,0
4347.8,3740,562,4,2,0
904.11,2697,244,0,0,0
4738.48,3175,577,1,1,0
1094.64,3814,988,2,3,0
1631.78,4365,611,0,0,0
3781.2,3488,970,0,0,0
1969.38,3916,341,1,3,0
3041.45,2411,457,1,4,1
2223.42,2789,996,0,2,0
3712.11,2665,236,0,2,1
1142.43,1523,244,4,0,0
293.23,2570,831,3,3,0
1500.35,2733,245,1,1,0
2372.07,1759,851,1,0,0
840.93,3157,764,4,2,0
1774.63,2351,500,2,0,1
2000.52,4476,487,2,3,0
287.9,2268,985,2,1,1
2916.95,2785,468,1,4,1
4421.83,4949,990,3,1,0
759.56,2852,261,3,0,0
2989.44,3210,765,4,2,1
3324.03,3607,780,2,3,1
2097.25,1398,441,2,0,1
3505.79,3630,981,0,4,1
2054.25,3446,963,4,3,0
2523.68,4564,553,4,3,0
37.76,2669,995,1,3,1
3458.91,1238,270,1,0,0
3307.05,4536,612,4,4,0
192.97,2603,811,3,0,1
1841.88,4861,260,4,3,0
4895.18,4103,814,3,3,0
2104.26,2146,651,1,2,1
2510.23,2557,592,4,1,0
4549.74,4738,830,3,0,1
3586.59,3157,728,0,4,1
2910.77,2294,504,0,3,0
3989.23,4451,390,4,0,0
4321.97,1299,923,2,1,1
2284.98,4698,277,4,0,0
2376.07,4803,757,1,1,0
1930.87,4049,804,1,0,1
4833.56,2765,724,0,2,1
3486.13,1763,939,3,0,0
417.03,1248,500,0,2,0
4314.94,3568,216,3,1,1
2403.32,1033,773,4,3,1
344.7,1227,633,2,3,0
2749.04,1584,242,1,0,1
2086.4,4470,267,4,4,0
4388.87,4005,579,0,0,0
1020.77,3860,411,4,2,0
4132.5,1723,402,2,2,0
2788.89,3631,925,3,1,1
274.0,1569,308,2,0,0
4859.25,1219,483,0,1,1
2563.56,2394,805,2,4,0
1455.09,3834,424,1,3,0
2347.56,4832,936,2,3,0
4289.43,3575,950,4,0,0
1525.21,3122,317,3,1,0
964.19,2641,802,1,1,0
646.23,1135,539,1,4,1
1490.0,3121,480,1,1,1
3900.46,1253,690,0,2,1
2358.66,4089,218,0,2,1
1138.18,2954,374,4,2,1
831.76,4069,668,3,0,0
1664.31,4114,817,2,2,1
4699.68,1049,959,4,2,0
1715.79,1514,341,0,3,1
4940.63,3791,662,4,0,1
2426.67,3778,497,3,2,0
896.64,3618,669,4,4,1
4455.81,4867,904,1,2,0
2302.32,2837,572,2,0,0
3548.65,1575,667,0,1,0
4918.57,4653,637,0,3,0
251.83,4374,919,3,3,1
484.38,2165,642,3,0,0
3602.56,1902,655,3,2,1
1409.84,3249,447,0,4,1
922.32,3254,341,1,2,0
197.77,1414,601,2,2,0
110.21,3268,421,3,4,0
3872.65,4433,936,0,3,1
673.03,3805,383,1,2,1
2339.14,2104,563,3,1,0
3029.88,1762,387,3,1,0
2142.33,1562,312,2,0,0
136.51,4356,380,2,0,0
3917.72,3416,398,4,4,1
53.56,2515,269,3,4,1
3809.69,2934,797,4,0,0
4466.63,3943,684,0,2,1
2164.77,2369,598,2,3,0
2678.18,1203,750,1,1,0
2385.44,4096,842,3,4,1
1946.65,4004,209,3,0,0
4437.24,2576,202,4,1,0
4469.77,1068,677,2,4,0
1679.75,1515,861,4,4,0
3075.73,4563,266,3,2,0
4634.61,3287,904,2,4,1
4810.33,1360,296,3,3,0
2545.29,2464,730,2,4,0
2264.67,2054,517,3,3,0
1394.19,2922,297,1,2,0
4794.4,2652,256,4,3,0
714.93,1706,306,2,1,1
2899.57,2625,287,4,4,1
1413.47,3737,852,2,0,0
1395.76,1656,855,2,0,1
2025.44,4785,570,2,3,0
4993.97,2345,574,3,2,0
275.78,1343,251,0,3,1
2893.13,4786,923,3,3,1
413.78,1535,240,0,3,0
773.45,1354,290,3,1,0
2198.38,4542,238,0,1,0
2552.79,1927,212,2,3,0
1294.7,1982,807,2,2,0
1582.97,3017,820,0,4,1
435.75,3152,303,0,0,0
1516.8,4858,942,4,1,0
4832.83,2345,242,2,4,0
4723.59,2595,408,3,1,1
1675.06,2906,799,4,1,0
2854.7,4009,804,0,1,0
4548.07,1526,885,3,3,0
31.91,3551,675,1,3,1
4053.61,4156,837,1,1,0
4741.9,1930,308,1,1,0
457.54,3756,758,3,0,0
808.08,3282,413,0,4,0
4803.77,2946,803,3,4,0
2688.16,4927,892,4,2,0
71.97,2286,608,4,2,0
1288.9,4077,752,1,2,1
2250.27,3541,970,0,3,0
3464.85,2916,832,4,3,1
3666.07,4360,276,2,0,0
4977.11,2593,294,2,3,1
1438.27,4728,468,1,2,1
2691.56,3925,560,1,1,1
2667.08,4625,729,1,2,1
2028.82,2373,882,4,0,0
846.64,2223,361,0,1,1
4887.31,2959,664,1,3,0
4266.73,4757,763,3,1,1
2492.17,4014,747,1,0,0
3016.62,1965,386,4,3,0
1137.08,1963,959,0,4,1
2719.39,1896,251,1,2,0
3475.16,2358,687,2,2,1
2576.32,4678,730,1,0,1
4951.44,1216,595,1,0,0
3057.1,1622,291,0,2,0
1855.5,1352,850,3,1,0
3860.99,1691,556,1,4,1
853.14,3722,931,1,4,1
1923.19,1630,810,4,0,1
1735.45,3372,947,0,0,1
2159.6,3948,918,4,1,0
3909.12,4299,343,1,0,0
2421.38,2168,398,1,4,0
3970.28,3355,522,2,2,0
2882.87,1653,998,4,4,0
1711.01,4705,531,0,1,0
4050.08,3332,463,1,2,1
1192.21,1391,416,2,2,0
1122.69,4809,900,2,4,0
2523.01,3407,755,3,2,0
1304.99,1768,633,0,2,1
46.43,1796,659,2,0,0
3241.84,1931,900,0,2,0
2555.96,2970,702,1,1,1
2228.14,1164,668,3,2,0
4834.88,1732,905,0,0,0
2856.42,1580,981,3,3,1
4317.29,1820,565,0,3,0
698.11,2247,971,0,1,0
2846.46,1123,438,4,1,0
4340.03,2971,823,3,2,0
2915.95,1343,780,0,2,0
3590.35,2874,760,4,3,0
1860.85,1523,862,4,3,1
463.16,4123,950,3,4,0
2290.04,1128,595,1,3,0
1973.0,2158,594,3,3,0
4335.43,3704,826,0,1,1
1220.73,4198,274,1,4,1
4833.7,3785,297,3,4,0
4790.73,3986,582,3,2,0
1238.91,3118,822,3,2,0
1740.91,3320,569,3,4,0
4477.88,2210,484,1,4,0
4833.14,2026,455,0,2,0
2217.75,2308,508,4,1,0
1605.66,1021,828,3,1,0
2630.94,1165,375,4,1,0
3439.16,2333,427,4,1,0
1368.1,3922,546,4,2,0
3682.63,2500,817,3,0,1
259.24,1497,541,3,3,1
247.42,1433,438,3,3,1
1932.05,3805,811,3,3,0
1768.01,3281,887,2,3,0
1578.85,1836,549,0,2,1
2455.61,2693,654,2,0,0
1604.35,1662,640,1,2,0
962.1,1724,960,2,0,0
1548.04,1375,787,2,2,0
4874.55,3777,714,2,4,1
2056.16,4317,280,0,0,1
2224.12,1302,560,4,3,1
2883.15,3452,487,1,0,1
4916.72,4859,207,1,1,0
1208.76,2686,286,0,0,0
3406.73,1707,485,2,1,0
3580.21,1916,598,4,1,0
3037.01,3068,273,3,4,0
443.8,1256,638,0,0,0
3384.68,1398,322,4,4,0
321.41,4600,576,0,3,1
2981.12,1050,342,0,0,0
3698.17,3494,357,3,2,0
1055.64,4341,629,4,2,0
4208.27,3874,647,2,2,1
152.74,1594,609,4,1,1
4219.22,1817,570,4,2,0
2302.18,1635,308,2,3,1
1088.72,4873,906,3,0,0
669.76,4333,235,4,0,1
4766.58,4436,289,2,1,0
364.26,2072,614,0,1,0
996.27,4589,495,0,1,0
1739.76,2652,912,2,3,0
3101.55,2141,245,0,0,1
2724.46,2476,687,4,4,1
629.09,1774,818,2,1,0
1449.35,4936,369,4,2,0
1194.52,4020,345,1,4,0
1068.5,2970,619,3,4,0
2056.31,4957,889,3,1,1
3520.45,2664,772,3,2,0
1088.05,1396,202,2,1,0
1834.03,3730,793,1,1,1
1955.2,4098,462,3,2,0
4882.31,3758,998,4,4,0
4773.38,2395,520,3,4,0
4000.89,4970,806,1,2,0
1209.05,4897,775,4,4,0
341.12,4928,445,4,3,0
1585.2,2120,788,2,1,1
1334.71,1528,676,2,3,1
2530.12,1684,458,0,3,1
3888.86,3660,292,1,3,1
4291.76,3233,982,4,0,0
4224.48,3743,732,1,0,0
1799.02,3262,773,3,3,1
3436.48,4322,538,3,1,0
1564.86,3263,459,0,3,0
305.47,3076,436,4,3,0
3508.12,1101,340,4,0,1
50.13,1122,878,0,3,0
2046.5,3101,679,3,1,0
1647.57,2306,778,4,1,0
3467.19,2637,549,1,3,1
3831.46,2140,769,4,1,0
1521.17,1615,923,3,3,0
4058.32,1556,329,4,0,1
1470.29,1113,736,4,3,1
2232.19,3902,210,2,4,0
3635.37,2566,456,4,0,0
3464.91,3723,568,0,1,0
4936.85,1976,593,0,1,1
1126.58,1700,792,1,0,0
3311.93,2316,997,4,4,0
3048.8,4266,618,1,0,0
4575.58,3339,218,3,2,1
782.65,4958,309,3,4,1
3759.24,1260,636,2,0,0
2841.77,4278,704,2,2,0
1374.05,3611,233,4,3,1
2372.7,3096,487,4,4,1
1669.55,2029,454,1,3,1
2896.99,1378,837,1,2,1
4445.11,4465,920,4,1,0
2846.96,2909,333,4,1,0
3158.98,3271,698,2,1,1
2594.22,2046,596,2,3,0
256.78,2007,686,2,4,0
1165.06,3704,797,4,3,0
2460.52,1109,786,1,3,1
1551.87,3771,846,0,1,0
909.64,4883,884,0,3,0
2521.16,3600,412,1,2,1
1614.73,2422,549,1,0,1
1291.28,4243,218,1,0,1
2320.46,2005,318,2,0,0
667.29,1697,501,3,1,0
4638.8,3773,484,4,1,0
4338.64,1305,426,2,0,1
3538.4,4635,706,0,4,0
531.96,2605,700,4,0,1
3879.61,2731,411,1,3,0
4039.98,1958,555,0,0,0
3839.06,1953,900,1,0,0
570.72,2174,686,1,4,1
3219.9,4499,520,1,1,1
4171.79,3668,862,4,1,1
2887.19,4538,422,0,3,0
3232.39,3677,839,0,0,1
2292.36,3924,959,1,2,1
2644.01,2630,762,2,3,0
172.85,2791,390,3,1,1
3195.18,3603,699,2,4,0
408.15,2971,694,4,1,1
2175.64,1066,436,3,1,1
1463.98,2179,221,2,4,0
2727.59,1834,821,0,0,0
667.95,1205,526,2,0,0
3458.53,3833,744,1,1,0
3975.26,1154,326,4,3,0
817.61,2714,564,2,2,1
522.46,2532,243,2,3,0
728.43,2595,718,3,3,0
4385.76,3045,327,1,1,1
2641.42,4145,802,3,1,0
2336.84,4120,329,4,2,1
534.45,3830,728,4,2,0
3248.13,2490,520,1,2,1
4340.13,3632,385,3,1,0
4141.1,1707,821,1,1,1
3130.65,2934,997,3,3,1
377.32,1178,547,0,1,1
562.87,2071,680,1,0,0
247.5,2095,874,4,0,0
1288.14,1112,786,3,2,1
679.17,1756,910,0,1,0
1300.98,1896,560,4,0,0
1925.91,2926,486,3,3,0
4714.97,3868,381,0,4,0
3052.27,1158,650,4,3,0
4175.03,1785,296,4,4,0
3552.05,2803,762,0,3,0
563.4,2839,513,4,0,0
3679.87,4101,745,3,1,0
1376.22,4168,220,3,4,1
3195.9,3298,895,4,1,1
1705.47,2542,775,2,1,0
4988.36,4163,696,0,0,1
1318.49,1112,602,2,2,1
1396.37,1258,323,3,2,1
4653.43,3154,812,4,4,1
124.2,1574,318,1,0,0
3483.75,4461,789,1,1,1
3626.91,4038,892,2,3,1
4182.06,2381,910,2,3,0
4872.22,2806,676,2,4,1
4878.03,2222,901,3,4,0
327.32,3474,302,3,4,0
4109.37,2501,532,4,0,0
3231.9,1858,986,3,3,1
3237.06,4920,658,4,0,1
642.62,4574,329,4,0,0
3251.29,4729,952,2,1,0
4912.43,3965,333,1,0,0
4559.18,4644,356,2,0,0
2196.21,4191,624,3,1,1
